Zeitpunkt;Schwebstoff-Konzentration [g/m^3];Prüfstatus;Schwebstoff-Fracht [t];Prüfstatus;Schwebstoff-Abtrag [t/m^2];Prüfstatus;Schwebstoff-Transport [kg/s];Prüfstatus
16.04.91;14,13;Rohdaten;35,33;Rohdaten;0,01;Rohdaten;0,41;Rohdaten
17.04.91;12,6;Rohdaten;34,8;Rohdaten;0,01;Rohdaten;0,4;Rohdaten
18.04.91;11,21;Rohdaten;33,68;Rohdaten;0,01;Rohdaten;0,39;Rohdaten
19.04.91;10,61;Rohdaten;29,36;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
20.04.91;10,39;Rohdaten;24,89;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
21.04.91;10,21;Rohdaten;20,47;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
22.04.91;9,96;Rohdaten;16,25;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
23.04.91;9,13;Rohdaten;14,11;Rohdaten;0,01;Rohdaten;0,16;Rohdaten
24.04.91;8,15;Rohdaten;12,51;Rohdaten;0;Rohdaten;0,15;Rohdaten
25.04.91;7,18;Rohdaten;10,91;Rohdaten;0;Rohdaten;0,13;Rohdaten
26.04.91;6,66;Rohdaten;10,92;Rohdaten;0;Rohdaten;0,13;Rohdaten
27.04.91;8,4;Rohdaten;18,78;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
28.04.91;10,44;Rohdaten;27,68;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
29.04.91;12,4;Rohdaten;36,29;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
30.04.91;13,73;Rohdaten;42,46;Rohdaten;0,02;Rohdaten;0,49;Rohdaten
01.05.91;14,93;Rohdaten;48,09;Rohdaten;0,02;Rohdaten;0,56;Rohdaten
02.05.91;17,89;Rohdaten;65,64;Rohdaten;0,02;Rohdaten;0,76;Rohdaten
03.05.91;37,99;Rohdaten;198,69;Rohdaten;0,07;Rohdaten;2,3;Rohdaten
04.05.91;55,53;Rohdaten;316,24;Rohdaten;0,11;Rohdaten;3,66;Rohdaten
05.05.91;39,78;Rohdaten;218,03;Rohdaten;0,08;Rohdaten;2,52;Rohdaten
06.05.91;20,95;Rohdaten;99,73;Rohdaten;0,04;Rohdaten;1,15;Rohdaten
07.05.91;17,62;Rohdaten;79,81;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
08.05.91;18,02;Rohdaten;84,04;Rohdaten;0,03;Rohdaten;0,97;Rohdaten
09.05.91;12,31;Rohdaten;53,41;Rohdaten;0,02;Rohdaten;0,62;Rohdaten
10.05.91;15,31;Rohdaten;52,53;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
11.05.91;32,9;Rohdaten;536,34;Rohdaten;0,19;Rohdaten;6,21;Rohdaten
12.05.91;82,08;Rohdaten;1570,99;Rohdaten;0,55;Rohdaten;18,18;Rohdaten
13.05.91;117,44;Rohdaten;2002,81;Rohdaten;0,71;Rohdaten;23,18;Rohdaten
14.05.91;70,71;Rohdaten;712,74;Rohdaten;0,25;Rohdaten;8,25;Rohdaten
15.05.91;43,09;Rohdaten;363,23;Rohdaten;0,13;Rohdaten;4,2;Rohdaten
16.05.91;35,34;Rohdaten;280,72;Rohdaten;0,1;Rohdaten;3,25;Rohdaten
17.05.91;32,49;Rohdaten;247,04;Rohdaten;0,09;Rohdaten;2,86;Rohdaten
18.05.91;29,64;Rohdaten;213,35;Rohdaten;0,08;Rohdaten;2,47;Rohdaten
19.05.91;26,79;Rohdaten;179,67;Rohdaten;0,06;Rohdaten;2,08;Rohdaten
20.05.91;23,93;Rohdaten;145,98;Rohdaten;0,05;Rohdaten;1,69;Rohdaten
21.05.91;21,69;Rohdaten;118,92;Rohdaten;0,04;Rohdaten;1,38;Rohdaten
22.05.91;22,36;Rohdaten;123,53;Rohdaten;0,04;Rohdaten;1,43;Rohdaten
23.05.91;23,82;Rohdaten;136,95;Rohdaten;0,05;Rohdaten;1,59;Rohdaten
24.05.91;29,56;Rohdaten;198,9;Rohdaten;0,07;Rohdaten;2,3;Rohdaten
25.05.91;36,43;Rohdaten;273,66;Rohdaten;0,1;Rohdaten;3,17;Rohdaten
26.05.91;43,3;Rohdaten;348,43;Rohdaten;0,12;Rohdaten;4,03;Rohdaten
27.05.91;47,65;Rohdaten;396,06;Rohdaten;0,14;Rohdaten;4,58;Rohdaten
28.05.91;38,31;Rohdaten;295,72;Rohdaten;0,1;Rohdaten;3,42;Rohdaten
29.05.91;28,08;Rohdaten;185,96;Rohdaten;0,07;Rohdaten;2,15;Rohdaten
30.05.91;24,54;Rohdaten;149,6;Rohdaten;0,05;Rohdaten;1,73;Rohdaten
31.05.91;22,06;Rohdaten;124,81;Rohdaten;0,04;Rohdaten;1,45;Rohdaten
01.06.91;19,57;Rohdaten;100,02;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
02.06.91;17,09;Rohdaten;75,22;Rohdaten;0,03;Rohdaten;0,87;Rohdaten
03.06.91;15,12;Rohdaten;56,71;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
04.06.91;15,66;Rohdaten;69,01;Rohdaten;0,02;Rohdaten;0,8;Rohdaten
05.06.91;16,59;Rohdaten;85,31;Rohdaten;0,03;Rohdaten;0,99;Rohdaten
06.06.91;18,25;Rohdaten;100,03;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
07.06.91;19,6;Rohdaten;109,79;Rohdaten;0,04;Rohdaten;1,27;Rohdaten
08.06.91;18,53;Rohdaten;98,71;Rohdaten;0,04;Rohdaten;1,14;Rohdaten
09.06.91;17,14;Rohdaten;85;Rohdaten;0,03;Rohdaten;0,98;Rohdaten
10.06.91;16,07;Rohdaten;73,98;Rohdaten;0,03;Rohdaten;0,86;Rohdaten
11.06.91;18,58;Rohdaten;94,63;Rohdaten;0,03;Rohdaten;1,1;Rohdaten
12.06.91;21,75;Rohdaten;121,23;Rohdaten;0,04;Rohdaten;1,4;Rohdaten
13.06.91;21,29;Rohdaten;117,81;Rohdaten;0,04;Rohdaten;1,36;Rohdaten
14.06.91;19,72;Rohdaten;104,61;Rohdaten;0,04;Rohdaten;1,21;Rohdaten
15.06.91;17,11;Rohdaten;79,49;Rohdaten;0,03;Rohdaten;0,92;Rohdaten
16.06.91;30,75;Rohdaten;283,88;Rohdaten;0,1;Rohdaten;3,29;Rohdaten
17.06.91;123,62;Rohdaten;2603,9;Rohdaten;0,92;Rohdaten;30,14;Rohdaten
18.06.91;350,8;Rohdaten;10425,77;Rohdaten;3,67;Rohdaten;120,67;Rohdaten
19.06.91;548,3;Rohdaten;17302,78;Rohdaten;6,1;Rohdaten;200,26;Rohdaten
20.06.91;140,38;Rohdaten;3379,39;Rohdaten;1,19;Rohdaten;39,11;Rohdaten
21.06.91;36,87;Rohdaten;458,21;Rohdaten;0,16;Rohdaten;5,3;Rohdaten
22.06.91;33,06;Rohdaten;355,34;Rohdaten;0,13;Rohdaten;4,11;Rohdaten
23.06.91;32,8;Rohdaten;292,48;Rohdaten;0,1;Rohdaten;3,39;Rohdaten
24.06.91;32,05;Rohdaten;229,99;Rohdaten;0,08;Rohdaten;2,66;Rohdaten
25.06.91;25,82;Rohdaten;171,5;Rohdaten;0,06;Rohdaten;1,99;Rohdaten
26.06.91;18,84;Rohdaten;123,16;Rohdaten;0,04;Rohdaten;1,43;Rohdaten
27.06.91;27,25;Rohdaten;339,93;Rohdaten;0,12;Rohdaten;3,93;Rohdaten
28.06.91;143,45;Rohdaten;2614,18;Rohdaten;0,92;Rohdaten;30,26;Rohdaten
29.06.91;104,79;Rohdaten;1760,61;Rohdaten;0,62;Rohdaten;20,38;Rohdaten
30.06.91;35,93;Rohdaten;403,01;Rohdaten;0,14;Rohdaten;4,66;Rohdaten
01.07.91;20,18;Rohdaten;136,66;Rohdaten;0,05;Rohdaten;1,58;Rohdaten
02.07.91;15,15;Rohdaten;94,59;Rohdaten;0,03;Rohdaten;1,1;Rohdaten
03.07.91;10,96;Rohdaten;64,92;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
04.07.91;10,87;Rohdaten;61,76;Rohdaten;0,02;Rohdaten;0,72;Rohdaten
05.07.91;11,61;Rohdaten;64,44;Rohdaten;0,02;Rohdaten;0,75;Rohdaten
06.07.91;11,3;Rohdaten;62,28;Rohdaten;0,02;Rohdaten;0,72;Rohdaten
07.07.91;10,88;Rohdaten;59,57;Rohdaten;0,02;Rohdaten;0,69;Rohdaten
08.07.91;10,45;Rohdaten;56,87;Rohdaten;0,02;Rohdaten;0,66;Rohdaten
09.07.91;10,22;Rohdaten;55,34;Rohdaten;0,02;Rohdaten;0,64;Rohdaten
10.07.91;11,5;Rohdaten;62,76;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
11.07.91;12,11;Rohdaten;66,32;Rohdaten;0,02;Rohdaten;0,77;Rohdaten
12.07.91;12,26;Rohdaten;99,29;Rohdaten;0,04;Rohdaten;1,15;Rohdaten
13.07.91;30,68;Rohdaten;403,22;Rohdaten;0,14;Rohdaten;4,67;Rohdaten
14.07.91;51,74;Rohdaten;745,57;Rohdaten;0,26;Rohdaten;8,63;Rohdaten
15.07.91;52,92;Rohdaten;751,69;Rohdaten;0,27;Rohdaten;8,7;Rohdaten
16.07.91;29,93;Rohdaten;328,58;Rohdaten;0,12;Rohdaten;3,8;Rohdaten
17.07.91;22,73;Rohdaten;183,18;Rohdaten;0,07;Rohdaten;2,12;Rohdaten
18.07.91;21,66;Rohdaten;200,5;Rohdaten;0,07;Rohdaten;2,32;Rohdaten
19.07.91;20,85;Rohdaten;217,83;Rohdaten;0,08;Rohdaten;2,52;Rohdaten
20.07.91;19,14;Rohdaten;180,56;Rohdaten;0,06;Rohdaten;2,09;Rohdaten
21.07.91;17,32;Rohdaten;136,9;Rohdaten;0,05;Rohdaten;1,58;Rohdaten
22.07.91;15,87;Rohdaten;101,64;Rohdaten;0,04;Rohdaten;1,18;Rohdaten
23.07.91;16,41;Rohdaten;110,97;Rohdaten;0,04;Rohdaten;1,28;Rohdaten
24.07.91;17,23;Rohdaten;126,85;Rohdaten;0,05;Rohdaten;1,47;Rohdaten
25.07.91;18,06;Rohdaten;142,72;Rohdaten;0,05;Rohdaten;1,65;Rohdaten
26.07.91;18,46;Rohdaten;153,57;Rohdaten;0,05;Rohdaten;1,78;Rohdaten
27.07.91;16,27;Rohdaten;133;Rohdaten;0,05;Rohdaten;1,54;Rohdaten
28.07.91;13,62;Rohdaten;106,97;Rohdaten;0,04;Rohdaten;1,24;Rohdaten
29.07.91;11,73;Rohdaten;87,18;Rohdaten;0,03;Rohdaten;1,01;Rohdaten
30.07.91;18,61;Rohdaten;139,38;Rohdaten;0,05;Rohdaten;1,61;Rohdaten
31.07.91;26,36;Rohdaten;212,72;Rohdaten;0,08;Rohdaten;2,46;Rohdaten
01.08.91;69,97;Rohdaten;1110,85;Rohdaten;0,39;Rohdaten;12,86;Rohdaten
02.08.91;104,12;Rohdaten;1899,92;Rohdaten;0,67;Rohdaten;21,99;Rohdaten
03.08.91;69,41;Rohdaten;1239,32;Rohdaten;0,44;Rohdaten;14,34;Rohdaten
04.08.91;48,51;Rohdaten;791,99;Rohdaten;0,28;Rohdaten;9,17;Rohdaten
05.08.91;31,73;Rohdaten;408,87;Rohdaten;0,14;Rohdaten;4,73;Rohdaten
06.08.91;32,77;Rohdaten;315,8;Rohdaten;0,11;Rohdaten;3,66;Rohdaten
07.08.91;34,1;Rohdaten;328,04;Rohdaten;0,12;Rohdaten;3,8;Rohdaten
08.08.91;35,2;Rohdaten;350,36;Rohdaten;0,12;Rohdaten;4,06;Rohdaten
09.08.91;35,02;Rohdaten;354,76;Rohdaten;0,13;Rohdaten;4,11;Rohdaten
10.08.91;28,34;Rohdaten;267,71;Rohdaten;0,09;Rohdaten;3,1;Rohdaten
11.08.91;20,74;Rohdaten;167,82;Rohdaten;0,06;Rohdaten;1,94;Rohdaten
12.08.91;13,72;Rohdaten;75,64;Rohdaten;0,03;Rohdaten;0,88;Rohdaten
13.08.91;12,55;Rohdaten;62,6;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
14.08.91;12,83;Rohdaten;68,75;Rohdaten;0,02;Rohdaten;0,8;Rohdaten
15.08.91;12,4;Rohdaten;62,9;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
16.08.91;11,82;Rohdaten;54,61;Rohdaten;0,02;Rohdaten;0,63;Rohdaten
17.08.91;11,24;Rohdaten;46,33;Rohdaten;0,02;Rohdaten;0,54;Rohdaten
18.08.91;10,67;Rohdaten;38,04;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
19.08.91;10,1;Rohdaten;30,35;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
20.08.91;9,68;Rohdaten;30,15;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
21.08.91;9,3;Rohdaten;32,17;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
22.08.91;9,22;Rohdaten;35,24;Rohdaten;0,01;Rohdaten;0,41;Rohdaten
23.08.91;11,34;Rohdaten;44,69;Rohdaten;0,02;Rohdaten;0,52;Rohdaten
24.08.91;11,38;Rohdaten;39,48;Rohdaten;0,01;Rohdaten;0,46;Rohdaten
25.08.91;11,01;Rohdaten;31,67;Rohdaten;0,01;Rohdaten;0,37;Rohdaten
26.08.91;10,66;Rohdaten;24,68;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
27.08.91;10,59;Rohdaten;25,78;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
28.08.91;10,82;Rohdaten;28,67;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
29.08.91;12;Rohdaten;30,15;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
30.08.91;12,58;Rohdaten;29,83;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
31.08.91;12,98;Rohdaten;29,09;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
01.09.91;13,38;Rohdaten;28,35;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
02.09.91;13,62;Rohdaten;27,9;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
03.09.91;13,13;Rohdaten;28,74;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
04.09.91;12,54;Rohdaten;29,41;Rohdaten;0,01;Rohdaten;0,34;Rohdaten
05.09.91;11,73;Rohdaten;27,17;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
06.09.91;10,86;Rohdaten;24,22;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
07.09.91;10;Rohdaten;21,26;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
08.09.91;9,14;Rohdaten;18,31;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
09.09.91;8,39;Rohdaten;15,87;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
10.09.91;8,49;Rohdaten;17,22;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
11.09.91;8,75;Rohdaten;19,33;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
12.09.91;8,97;Rohdaten;20,9;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
13.09.91;8,97;Rohdaten;19,92;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
14.09.91;8,95;Rohdaten;18,61;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
15.09.91;8,92;Rohdaten;17,3;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
16.09.91;9,45;Rohdaten;18,17;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
17.09.91;16,39;Rohdaten;44,19;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
18.09.91;25,15;Rohdaten;77,36;Rohdaten;0,03;Rohdaten;0,9;Rohdaten
19.09.91;31,18;Rohdaten;98,73;Rohdaten;0,04;Rohdaten;1,14;Rohdaten
20.09.91;26,41;Rohdaten;73,48;Rohdaten;0,03;Rohdaten;0,85;Rohdaten
21.09.91;20,8;Rohdaten;45,77;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
22.09.91;17,51;Rohdaten;38,62;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
23.09.91;14,76;Rohdaten;36,33;Rohdaten;0,01;Rohdaten;0,42;Rohdaten
24.09.91;12,55;Rohdaten;35,48;Rohdaten;0,01;Rohdaten;0,41;Rohdaten
25.09.91;12,76;Rohdaten;41,18;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
26.09.91;13,26;Rohdaten;47,68;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
27.09.91;13,91;Rohdaten;53,06;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
28.09.91;15,37;Rohdaten;52,37;Rohdaten;0,02;Rohdaten;0,61;Rohdaten
29.09.91;16,96;Rohdaten;50,77;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
30.09.91;18,54;Rohdaten;49,17;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
01.10.91;17,8;Rohdaten;42,76;Rohdaten;0,02;Rohdaten;0,5;Rohdaten
02.10.91;9,13;Rohdaten;20,33;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
03.10.91;9,78;Rohdaten;19,1;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
04.10.91;11,36;Rohdaten;20,24;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
05.10.91;10,84;Rohdaten;18,87;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
06.10.91;9,82;Rohdaten;16,91;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
07.10.91;9,47;Rohdaten;16,18;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
08.10.91;12;Rohdaten;20,81;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
09.10.91;14,71;Rohdaten;25,86;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
10.10.91;15,55;Rohdaten;28,4;Rohdaten;0,01;Rohdaten;0,33;Rohdaten
11.10.91;63,07;Rohdaten;104,62;Rohdaten;0,04;Rohdaten;1,21;Rohdaten
12.10.91;69,76;Rohdaten;114,48;Rohdaten;0,04;Rohdaten;1,33;Rohdaten
13.10.91;61,24;Rohdaten;100,05;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
14.10.91;52,73;Rohdaten;85,63;Rohdaten;0,03;Rohdaten;0,99;Rohdaten
15.10.91;44,21;Rohdaten;71,21;Rohdaten;0,03;Rohdaten;0,82;Rohdaten
16.10.91;36,29;Rohdaten;57,72;Rohdaten;0,02;Rohdaten;0,67;Rohdaten
17.10.91;30,7;Rohdaten;47,86;Rohdaten;0,02;Rohdaten;0,55;Rohdaten
18.10.91;25,34;Rohdaten;38,37;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
19.10.91;21,41;Rohdaten;31,32;Rohdaten;0,01;Rohdaten;0,36;Rohdaten
20.10.91;19,06;Rohdaten;26,91;Rohdaten;0,01;Rohdaten;0,31;Rohdaten
21.10.91;16,7;Rohdaten;22,51;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
22.10.91;14,61;Rohdaten;18,7;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
23.10.91;13,89;Rohdaten;17,89;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
24.10.91;13,36;Rohdaten;17,51;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
25.10.91;12,83;Rohdaten;17,13;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
26.10.91;12,29;Rohdaten;16,75;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
27.10.91;11,76;Rohdaten;16,37;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
28.10.91;11,39;Rohdaten;16,3;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
29.10.91;11,83;Rohdaten;17,81;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
30.10.91;12,39;Rohdaten;19,54;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
31.10.91;12,84;Rohdaten;20,88;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
01.11.91;12,67;Rohdaten;20,03;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
02.11.91;12,41;Rohdaten;18,85;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
03.11.91;12,14;Rohdaten;17,67;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
04.11.91;11,88;Rohdaten;16,49;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
05.11.91;12,11;Rohdaten;17,32;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
06.11.91;17,94;Rohdaten;40,68;Rohdaten;0,01;Rohdaten;0,47;Rohdaten
07.11.91;25,32;Rohdaten;70,33;Rohdaten;0,03;Rohdaten;0,81;Rohdaten
08.11.91;30,49;Rohdaten;92,21;Rohdaten;0,03;Rohdaten;1,07;Rohdaten
09.11.91;25,3;Rohdaten;77,92;Rohdaten;0,03;Rohdaten;0,9;Rohdaten
10.11.91;18,81;Rohdaten;59,05;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
11.11.91;13,33;Rohdaten;44,14;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
12.11.91;14,3;Rohdaten;54,28;Rohdaten;0,02;Rohdaten;0,63;Rohdaten
13.11.91;16,41;Rohdaten;68,83;Rohdaten;0,02;Rohdaten;0,8;Rohdaten
14.11.91;18,2;Rohdaten;81,6;Rohdaten;0,03;Rohdaten;0,94;Rohdaten
15.11.91;16,25;Rohdaten;73,31;Rohdaten;0,03;Rohdaten;0,85;Rohdaten
16.11.91;13,24;Rohdaten;58,94;Rohdaten;0,02;Rohdaten;0,68;Rohdaten
17.11.91;10,22;Rohdaten;44,57;Rohdaten;0,02;Rohdaten;0,52;Rohdaten
18.11.91;7,2;Rohdaten;30,19;Rohdaten;0,01;Rohdaten;0,35;Rohdaten
19.11.91;5,05;Rohdaten;20,03;Rohdaten;0,01;Rohdaten;0,23;Rohdaten
20.11.91;6,66;Rohdaten;27,92;Rohdaten;0,01;Rohdaten;0,32;Rohdaten
21.11.91;8,7;Rohdaten;37,88;Rohdaten;0,01;Rohdaten;0,44;Rohdaten
22.11.91;10,49;Rohdaten;45,73;Rohdaten;0,02;Rohdaten;0,53;Rohdaten
23.11.91;11,14;Rohdaten;44,03;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
24.11.91;11,65;Rohdaten;41,16;Rohdaten;0,02;Rohdaten;0,48;Rohdaten
25.11.91;12,09;Rohdaten;39,04;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
26.11.91;11,8;Rohdaten;44,12;Rohdaten;0,02;Rohdaten;0,51;Rohdaten
27.11.91;11,22;Rohdaten;49,36;Rohdaten;0,02;Rohdaten;0,57;Rohdaten
28.11.91;9,49;Rohdaten;35,04;Rohdaten;0,01;Rohdaten;0,41;Rohdaten
29.11.91;7,86;Rohdaten;17,99;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
30.11.91;8,52;Rohdaten;16,09;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
01.12.91;9,5;Rohdaten;16,35;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
02.12.91;10,37;Rohdaten;16,58;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
03.12.91;10,19;Rohdaten;16,47;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
04.12.91;9,75;Rohdaten;16,28;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
05.12.91;9,31;Rohdaten;16,09;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
06.12.91;9,39;Rohdaten;16,41;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
07.12.91;12,11;Rohdaten;19,34;Rohdaten;0,01;Rohdaten;0,22;Rohdaten
08.12.91;15,22;Rohdaten;22,64;Rohdaten;0,01;Rohdaten;0,26;Rohdaten
09.12.91;17,97;Rohdaten;25,53;Rohdaten;0,01;Rohdaten;0,3;Rohdaten
10.12.91;16,76;Rohdaten;23,96;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
11.12.91;14,45;Rohdaten;21,15;Rohdaten;0,01;Rohdaten;0,25;Rohdaten
12.12.91;12,15;Rohdaten;18,34;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
13.12.91;10,12;Rohdaten;15,78;Rohdaten;0,01;Rohdaten;0,18;Rohdaten
14.12.91;9,36;Rohdaten;14,4;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
15.12.91;8,76;Rohdaten;13,17;Rohdaten;0,01;Rohdaten;0,15;Rohdaten
16.12.91;8,17;Rohdaten;11,94;Rohdaten;0;Rohdaten;0,14;Rohdaten
17.12.91;7,86;Rohdaten;11,91;Rohdaten;0;Rohdaten;0,14;Rohdaten
18.12.91;10,45;Rohdaten;23,82;Rohdaten;0,01;Rohdaten;0,28;Rohdaten
19.12.91;13,78;Rohdaten;38,79;Rohdaten;0,01;Rohdaten;0,45;Rohdaten
20.12.91;29,96;Rohdaten;98,89;Rohdaten;0,04;Rohdaten;1,15;Rohdaten
21.12.91;35,23;Rohdaten;108,65;Rohdaten;0,04;Rohdaten;1,26;Rohdaten
22.12.91;100,08;Rohdaten;1885,51;Rohdaten;0,66;Rohdaten;21,82;Rohdaten
23.12.91;223,87;Rohdaten;4743,11;Rohdaten;1,67;Rohdaten;54,9;Rohdaten
24.12.91;177,93;Rohdaten;3449,86;Rohdaten;1,22;Rohdaten;39,93;Rohdaten
25.12.91;111,53;Rohdaten;1656,09;Rohdaten;0,58;Rohdaten;19,17;Rohdaten
26.12.91;58,3;Rohdaten;301,18;Rohdaten;0,11;Rohdaten;3,49;Rohdaten
27.12.91;44,47;Rohdaten;154,29;Rohdaten;0,05;Rohdaten;1,79;Rohdaten
28.12.91;47,1;Rohdaten;135,61;Rohdaten;0,05;Rohdaten;1,57;Rohdaten
29.12.91;51,26;Rohdaten;123,38;Rohdaten;0,04;Rohdaten;1,43;Rohdaten
30.12.91;55,43;Rohdaten;111,16;Rohdaten;0,04;Rohdaten;1,29;Rohdaten
31.12.91;59,13;Rohdaten;99,9;Rohdaten;0,04;Rohdaten;1,16;Rohdaten
01.01.92;58,6;Rohdaten;97,39;Rohdaten;0,03;Rohdaten;1,13;Rohdaten
02.01.92;57,05;Rohdaten;97;Rohdaten;0,03;Rohdaten;1,12;Rohdaten
03.01.92;55,08;Rohdaten;95,47;Rohdaten;0,03;Rohdaten;1,11;Rohdaten
04.01.92;51;Rohdaten;88,19;Rohdaten;0,03;Rohdaten;1,02;Rohdaten
05.01.92;46,63;Rohdaten;80,1;Rohdaten;0,03;Rohdaten;0,93;Rohdaten
06.01.92;42,26;Rohdaten;72,01;Rohdaten;0,03;Rohdaten;0,83;Rohdaten
07.01.92;37,43;Rohdaten;63,46;Rohdaten;0,02;Rohdaten;0,73;Rohdaten
08.01.92;28,44;Rohdaten;50,86;Rohdaten;0,02;Rohdaten;0,59;Rohdaten
09.01.92;18,47;Rohdaten;37,32;Rohdaten;0,01;Rohdaten;0,43;Rohdaten
10.01.92;9,98;Rohdaten;25,25;Rohdaten;0,01;Rohdaten;0,29;Rohdaten
11.01.92;9,09;Rohdaten;20,81;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
12.01.92;9,27;Rohdaten;17,45;Rohdaten;0,01;Rohdaten;0,2;Rohdaten
13.01.92;9,42;Rohdaten;14,65;Rohdaten;0,01;Rohdaten;0,17;Rohdaten
14.01.92;9,24;Rohdaten;16,12;Rohdaten;0,01;Rohdaten;0,19;Rohdaten
15.01.92;8,99;Rohdaten;18,49;Rohdaten;0,01;Rohdaten;0,21;Rohdaten
16.01.92;8,88;Rohdaten;20,57;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
17.01.92;9,52;Rohdaten;21,04;Rohdaten;0,01;Rohdaten;0,24;Rohdaten
